id,source,isp,text_clean,compound,positive,neutral,negative,label,date,month,week,hour_of_day,url
163,news,Airtel,airtel network reliability drops amid infrastructure challenges,-0.6112,0.0,0.4353,0.3879,negative,2026-03-20,2026-03,2026-W11,6,https://example.com/airtel/7920
356,twitter,Glo,mtn customer service actually resolved my issue quickly impressed,0.1819,0.1118,0.1816,0.0,positive,2026-03-20,2026-03,2026-W11,5,https://example.com/glo/1227
642,news,Smile,smile outage affects thousands of customers in major cities,-0.1683,0.0,0.3089,0.1344,negative,2026-03-19,2026-03,2026-W11,21,https://example.com/smile/4924
34,twitter,MTN,glo network always slow during peak hours so frustrating,-0.6051,0.0,0.278,0.5591,negative,2026-03-19,2026-03,2026-W11,16,https://example.com/mtn/3575
87,news,MTN,mtn launches fibre broadband service fastest speeds in region,0.2533,0.2089,0.2951,0.0,positive,2026-03-19,2026-03,2026-W11,13,https://example.com/mtn/6994
418,twitter,9mobile,anyone know the best isp in lagos for home internet,-0.0329,0.0,0.1432,0.0329,neutral,2026-03-19,2026-03,2026-W11,10,https://example.com/9mobile/2948
208,news,Airtel,airtel customer complaints up 35 percent in latest industry report,-0.3582,0.0,0.1433,0.2999,negative,2026-03-19,2026-03,2026-W11,8,https://example.com/airtel/6947
26,twitter,MTN,spectranet fibre connection never disappoints fast reliable,0.2751,0.171,0.2712,0.0,positive,2026-03-19,2026-03,2026-W11,5,https://example.com/mtn/7939
570,twitter,Spectranet,airtel data plan worth every naira excellent network coverage,0.3504,0.2855,0.1479,0.0,positive,2026-03-19,2026-03,2026-W11,3,https://example.com/spectranet/4231
197,twitter,Airtel,9mobile and airtel merger talks what does it mean for customers,0.0239,0.0224,0.2547,0.0,neutral,2026-03-19,2026-03,2026-W11,1,https://example.com/airtel/9195
709,news,Smile,smile slapped with fine by ncc over quality of service violations,-0.0784,0.0,0.4552,0.0572,negative,2026-03-18,2026-03,2026-W11,20,https://example.com/smile/8989
435,twitter,9mobile,airtel keeps throttling my connection after half my data is used,-0.3124,0.0,0.1761,0.2713,negative,2026-03-18,2026-03,2026-W11,20,https://example.com/9mobile/6651
414,twitter,9mobile,airtel network coverage improved a lot in my area good job,0.2444,0.1854,0.2314,0.0,positive,2026-03-18,2026-03,2026-W11,19,https://example.com/9mobile/9728
581,twitter,Spectranet,airtel 5g speeds are incredible streaming without buffering,0.1786,0.1506,0.4206,0.0,positive,2026-03-18,2026-03,2026-W11,17,https://example.com/spectranet/5760
53,news,MTN,mtn customer satisfaction scores hit five year high,0.4685,0.4154,0.1991,0.0,positive,2026-03-18,2026-03,2026-W11,15,https://example.com/mtn/6414
115,twitter,MTN,mtn internet speed has been great this week finally enjoying browsing,0.7281,0.5065,0.3305,0.0,positive,2026-03-18,2026-03,2026-W11,5,https://example.com/mtn/8076
396,twitter,9mobile,airtel keeps throttling my connection after half my data is used,-1.0,0.0,0.1833,0.7437,negative,2026-03-17,2026-03,2026-W11,22,https://example.com/9mobile/8707
102,twitter,MTN,9mobile and airtel merger talks what does it mean for customers,0.0421,0.0297,0.1449,0.0,neutral,2026-03-17,2026-03,2026-W11,20,https://example.com/mtn/8532
352,news,Glo,glo customer satisfaction scores hit five year high,0.6615,0.644,0.1984,0.0,positive,2026-03-17,2026-03,2026-W11,16,https://example.com/glo/2946
68,twitter,MTN,smile internet perfect for working from home no complaints,0.7446,0.5371,0.3226,0.0,positive,2026-03-17,2026-03,2026-W11,12,https://example.com/mtn/5084
368,news,9mobile,9mobile launches fibre broadband service fastest speeds in region,0.2608,0.1583,0.2172,0.0,positive,2026-03-17,2026-03,2026-W11,10,https://example.com/9mobile/6711
319,news,Glo,glo network reliability drops amid infrastructure challenges,-0.1671,0.0,0.4777,0.1172,negative,2026-03-17,2026-03,2026-W11,9,https://example.com/glo/1648
315,news,Glo,glo wins best telecom provider award customer satisfaction survey,0.5778,0.5086,0.4528,0.0,positive,2026-03-17,2026-03,2026-W11,8,https://example.com/glo/3314
220,twitter,Airtel,airtel 5g speeds are incredible streaming without buffering,0.2339,0.1672,0.2433,0.0,positive,2026-03-17,2026-03,2026-W11,4,https://example.com/airtel/1571
586,news,Spectranet,spectranet customer satisfaction scores hit five year high,0.2553,0.183,0.1026,0.0,positive,2026-03-17,2026-03,2026-W11,0,https://example.com/spectranet/1499
177,news,Airtel,airtel cuts data prices by 20 percent for all subscribers,0.5961,0.5443,0.3376,0.0,positive,2026-03-16,2026-03,2026-W11,23,https://example.com/airtel/3280
371,twitter,9mobile,mtn internet speed has been great this week finally enjoying browsing,0.0738,0.0494,0.1608,0.0,positive,2026-03-16,2026-03,2026-W11,21,https://example.com/9mobile/2885
5,twitter,MTN,smile internet perfect for working from home no complaints,0.1194,0.0894,0.3478,0.0,positive,2026-03-16,2026-03,2026-W11,20,https://example.com/mtn/6262
526,twitter,Spectranet,smile internet perfect for working from home no complaints,0.3231,0.2073,0.2442,0.0,positive,2026-03-16,2026-03,2026-W11,19,https://example.com/spectranet/8457
498,twitter,Spectranet,mtn customer service actually resolved my issue quickly impressed,0.1146,0.1067,0.4666,0.0,positive,2026-03-16,2026-03,2026-W11,14,https://example.com/spectranet/1498
299,twitter,Glo,9mobile coverage dead zone in my entire neighborhood useless,-0.0811,0.0,0.4068,0.055,negative,2026-03-16,2026-03,2026-W11,13,https://example.com/glo/6027
668,news,Smile,smile customer complaints up 35 percent in latest industry report,-0.5256,0.0,0.428,0.4446,negative,2026-03-16,2026-03,2026-W11,12,https://example.com/smile/3545
146,twitter,Airtel,mtn customer service actually resolved my issue quickly impressed,0.074,0.049,0.2318,0.0,positive,2026-03-16,2026-03,2026-W11,11,https://example.com/airtel/9538
489,twitter,Spectranet,spectranet fibre connection never disappoints fast reliable,0.3716,0.2311,0.358,0.0,positive,2026-03-16,2026-03,2026-W11,10,https://example.com/spectranet/1675
567,twitter,Spectranet,anyone know the best isp in lagos for home internet,-0.0289,0.0,0.3202,0.0182,neutral,2026-03-16,2026-03,2026-W11,9,https://example.com/spectranet/7519
155,twitter,Airtel,mtn internet completely down for 3 hours terrible service,-0.1577,0.0,0.1458,0.1117,negative,2026-03-16,2026-03,2026-W11,8,https://example.com/airtel/9802
431,news,9mobile,9mobile wins best telecom provider award customer satisfaction survey,0.202,0.1284,0.2231,0.0,positive,2026-03-15,2026-03,2026-W10,22,https://example.com/9mobile/6518
582,twitter,Spectranet,airtel network coverage improved a lot in my area good job,0.3762,0.2496,0.2345,0.0,positive,2026-03-15,2026-03,2026-W10,16,https://example.com/spectranet/1766
479,news,9mobile,9mobile customer complaints up 35 percent in latest industry report,-0.3027,0.0,0.463,0.1885,negative,2026-03-15,2026-03,2026-W10,15,https://example.com/9mobile/5176
689,news,Smile,smile cuts data prices by 20 percent for all subscribers,0.157,0.1254,0.1338,0.0,positive,2026-03-15,2026-03,2026-W10,13,https://example.com/smile/9790
573,twitter,Spectranet,comparing mtn vs airtel data plans for monthly subscription,-0.027,0.0,0.196,0.023,neutral,2026-03-15,2026-03,2026-W10,12,https://example.com/spectranet/9327
340,twitter,Glo,airtel 5g speeds are incredible streaming without buffering,0.3296,0.3268,0.26,0.0,positive,2026-03-15,2026-03,2026-W10,0,https://example.com/glo/8272
159,twitter,Airtel,airtel network coverage improved a lot in my area good job,0.2055,0.1825,0.3513,0.0,positive,2026-03-15,2026-03,2026-W10,0,https://example.com/airtel/4755
713,news,Smile,smile customer satisfaction scores hit five year high,0.53,0.4555,0.4859,0.0,positive,2026-03-14,2026-03,2026-W10,23,https://example.com/smile/8431
41,twitter,MTN,9mobile coverage dead zone in my entire neighborhood useless,-0.21,0.0,0.2447,0.1771,negative,2026-03-14,2026-03,2026-W10,22,https://example.com/mtn/4381
693,twitter,Smile,airtel data plan worth every naira excellent network coverage,0.1288,0.1263,0.3152,0.0,positive,2026-03-14,2026-03,2026-W10,16,https://example.com/smile/5828
626,twitter,Smile,comparing mtn vs airtel data plans for monthly subscription,-0.0418,0.0,0.2251,0.0314,neutral,2026-03-14,2026-03,2026-W10,15,https://example.com/smile/7437
605,twitter,Smile,spectranet fibre connection never disappoints fast reliable,0.435,0.3779,0.4252,0.0,positive,2026-03-14,2026-03,2026-W10,10,https://example.com/smile/4561
592,twitter,Spectranet,mtn internet speed has been great this week finally enjoying browsing,0.3832,0.2917,0.2251,0.0,positive,2026-03-14,2026-03,2026-W10,2,https://example.com/spectranet/8260
398,news,9mobile,9mobile launches fibre broadband service fastest speeds in region,0.294,0.2903,0.3623,0.0,positive,2026-03-14,2026-03,2026-W10,2,https://example.com/9mobile/4176
469,twitter,9mobile,spectranet vs smile which is better for small business,0.0269,0.0253,0.424,0.0,neutral,2026-03-13,2026-03,2026-W10,23,https://example.com/9mobile/2233
624,twitter,Smile,glo network always slow during peak hours so frustrating,-0.0673,0.0,0.2682,0.0547,negative,2026-03-13,2026-03,2026-W10,18,https://example.com/smile/5120
239,twitter,Airtel,airtel 5g speeds are incredible streaming without buffering,0.201,0.1494,0.4122,0.0,positive,2026-03-13,2026-03,2026-W10,17,https://example.com/airtel/5904
329,twitter,Glo,spectranet fibre connection never disappoints fast reliable,0.239,0.2224,0.4231,0.0,positive,2026-03-13,2026-03,2026-W10,17,https://example.com/glo/5249
25,twitter,MTN,mtn internet speed has been great this week finally enjoying browsing,0.3859,0.2872,0.4378,0.0,positive,2026-03-13,2026-03,2026-W10,17,https://example.com/mtn/4491
464,twitter,9mobile,airtel data finished before it should have suspected billing fraud,-0.222,0.0,0.3248,0.1458,negative,2026-03-13,2026-03,2026-W10,14,https://example.com/9mobile/2032
375,twitter,9mobile,glo internet disconnects every few minutes how is this acceptable,-0.287,0.0,0.4725,0.1758,negative,2026-03-13,2026-03,2026-W10,11,https://example.com/9mobile/4162
425,twitter,9mobile,9mobile and airtel merger talks what does it mean for customers,0.0158,0.013,0.2882,0.0,neutral,2026-03-13,2026-03,2026-W10,9,https://example.com/9mobile/2795
711,twitter,Smile,mtn internet completely down for 3 hours terrible service,-0.1498,0.0,0.3975,0.0908,negative,2026-03-13,2026-03,2026-W10,5,https://example.com/smile/5559
641,twitter,Smile,smile internet perfect for working from home no complaints,0.3374,0.3213,0.3361,0.0,positive,2026-03-13,2026-03,2026-W10,5,https://example.com/smile/6657
332,twitter,Glo,airtel 5g speeds are incredible streaming without buffering,0.2856,0.1822,0.457,0.0,positive,2026-03-13,2026-03,2026-W10,4,https://example.com/glo/4251
613,news,Smile,smile wins best telecom provider award customer satisfaction survey,0.1559,0.1302,0.4472,0.0,positive,2026-03-13,2026-03,2026-W10,1,https://example.com/smile/9523
696,twitter,Smile,airtel network coverage improved a lot in my area good job,0.36,0.2162,0.3828,0.0,positive,2026-03-13,2026-03,2026-W10,1,https://example.com/smile/7867
147,news,Airtel,airtel wins best telecom provider award customer satisfaction survey,0.0702,0.0508,0.4383,0.0,positive,2026-03-12,2026-03,2026-W10,17,https://example.com/airtel/3274
195,twitter,Airtel,mtn internet speed has been great this week finally enjoying browsing,0.0835,0.0829,0.2383,0.0,positive,2026-03-12,2026-03,2026-W10,14,https://example.com/airtel/4624
74,news,MTN,mtn expands 4g lte coverage across 12 new states improves connectivity,0.6855,0.4866,0.4048,0.0,positive,2026-03-11,2026-03,2026-W10,20,https://example.com/mtn/8098
298,twitter,Glo,glo network always slow during peak hours so frustrating,-0.5579,0.0,0.1037,0.3882,negative,2026-03-11,2026-03,2026-W10,12,https://example.com/glo/3742
678,news,Smile,smile slapped with fine by ncc over quality of service violations,-0.4552,0.0,0.1156,0.45,negative,2026-03-11,2026-03,2026-W10,12,https://example.com/smile/1053
450,twitter,9mobile,mtn customer service actually resolved my issue quickly impressed,0.2094,0.1989,0.1077,0.0,positive,2026-03-11,2026-03,2026-W10,11,https://example.com/9mobile/9651
258,twitter,Glo,worst customer service experience ever with glo never again,-0.2471,0.0,0.1083,0.1918,negative,2026-03-11,2026-03,2026-W10,11,https://example.com/glo/4616
390,twitter,9mobile,airtel data finished before it should have suspected billing fraud,-0.1788,0.0,0.371,0.1492,negative,2026-03-11,2026-03,2026-W10,10,https://example.com/9mobile/9709
65,news,MTN,mtn cuts data prices by 20 percent for all subscribers,0.2599,0.2424,0.2586,0.0,positive,2026-03-11,2026-03,2026-W10,7,https://example.com/mtn/9661
657,twitter,Smile,spectranet fibre connection never disappoints fast reliable,0.1936,0.192,0.4758,0.0,positive,2026-03-11,2026-03,2026-W10,3,https://example.com/smile/9063
280,news,Glo,glo wins best telecom provider award customer satisfaction survey,0.2361,0.2063,0.1806,0.0,positive,2026-03-10,2026-03,2026-W10,23,https://example.com/glo/3386
171,news,Airtel,airtel customer satisfaction scores hit five year high,0.5975,0.4574,0.1465,0.0,positive,2026-03-10,2026-03,2026-W10,23,https://example.com/airtel/9406
457,twitter,9mobile,worst customer service experience ever with glo never again,-0.2144,0.0,0.3868,0.1911,negative,2026-03-10,2026-03,2026-W10,19,https://example.com/9mobile/4364
401,twitter,9mobile,spectranet vs smile which is better for small business,-0.0067,0.0,0.2308,0.0056,neutral,2026-03-10,2026-03,2026-W10,18,https://example.com/9mobile/1251
712,news,Smile,smile announces network upgrade scheduled maintenance period,-0.0058,0.0,0.104,0.0039,neutral,2026-03-10,2026-03,2026-W10,16,https://example.com/smile/5993
358,twitter,Glo,9mobile customer service kept me on hold for 45 minutes unacceptable,-0.4779,0.0,0.4484,0.4764,negative,2026-03-10,2026-03,2026-W10,14,https://example.com/glo/1440
11,news,MTN,mtn cuts data prices by 20 percent for all subscribers,0.5189,0.3653,0.1285,0.0,positive,2026-03-10,2026-03,2026-W10,12,https://example.com/mtn/7141
538,twitter,Spectranet,spectranet fibre connection never disappoints fast reliable,0.3384,0.2635,0.4663,0.0,positive,2026-03-10,2026-03,2026-W10,10,https://example.com/spectranet/2144
67,twitter,MTN,airtel just launched new monthly data bundles check their website,-0.0111,0.0,0.2512,0.0095,neutral,2026-03-10,2026-03,2026-W10,7,https://example.com/mtn/4004
186,twitter,Airtel,mtn internet speed has been great this week finally enjoying browsing,0.5947,0.5648,0.1283,0.0,positive,2026-03-10,2026-03,2026-W10,6,https://example.com/airtel/8867
204,news,Airtel,airtel network reliability drops amid infrastructure challenges,-0.266,0.0,0.4143,0.198,negative,2026-03-10,2026-03,2026-W10,6,https://example.com/airtel/2103
154,twitter,Airtel,spectranet fibre connection never disappoints fast reliable,0.436,0.3668,0.1444,0.0,positive,2026-03-10,2026-03,2026-W10,3,https://example.com/airtel/8119
8,news,MTN,mtn network reliability drops amid infrastructure challenges,-0.4743,0.0,0.3812,0.3258,negative,2026-03-09,2026-03,2026-W10,22,https://example.com/mtn/3820
288,twitter,Glo,mtn network congestion every evening ruins my streaming experience,-0.2195,0.0,0.3571,0.1454,negative,2026-03-09,2026-03,2026-W10,21,https://example.com/glo/6823
553,news,Spectranet,spectranet faces backlash over unexpected data depletion complaints surge,-0.1836,0.0,0.1785,0.146,negative,2026-03-09,2026-03,2026-W10,17,https://example.com/spectranet/7809
178,twitter,Airtel,smile internet perfect for working from home no complaints,0.2902,0.213,0.1879,0.0,positive,2026-03-09,2026-03,2026-W10,10,https://example.com/airtel/4288
412,news,9mobile,9mobile slapped with fine by ncc over quality of service violations,-0.2385,0.0,0.3524,0.189,negative,2026-03-09,2026-03,2026-W10,9,https://example.com/9mobile/1354
303,news,Glo,glo faces backlash over unexpected data depletion complaints surge,-0.7503,0.0,0.3026,0.5043,negative,2026-03-09,2026-03,2026-W10,8,https://example.com/glo/3636
653,twitter,Smile,airtel keeps throttling my connection after half my data is used,-0.3313,0.0,0.4843,0.3159,negative,2026-03-09,2026-03,2026-W10,6,https://example.com/smile/5735
142,twitter,Airtel,9mobile coverage dead zone in my entire neighborhood useless,-0.4278,0.0,0.2901,0.2571,negative,2026-03-09,2026-03,2026-W10,4,https://example.com/airtel/7869
183,news,Airtel,airtel expands 4g lte coverage across 12 new states improves connectivity,0.361,0.2861,0.242,0.0,positive,2026-03-09,2026-03,2026-W10,4,https://example.com/airtel/3383
333,news,Glo,glo wins best telecom provider award customer satisfaction survey,0.7621,0.5306,0.4321,0.0,positive,2026-03-09,2026-03,2026-W10,1,https://example.com/glo/6685
670,news,Smile,smile outage affects thousands of customers in major cities,-0.2248,0.0,0.371,0.1931,negative,2026-03-08,2026-03,2026-W09,18,https://example.com/smile/1616
161,twitter,Airtel,spectranet fibre connection never disappoints fast reliable,0.1305,0.0879,0.1552,0.0,positive,2026-03-08,2026-03,2026-W09,17,https://example.com/airtel/6326
429,twitter,9mobile,smile internet perfect for working from home no complaints,0.0708,0.0544,0.2068,0.0,positive,2026-03-08,2026-03,2026-W09,15,https://example.com/9mobile/4974
708,news,Smile,smile cuts data prices by 20 percent for all subscribers,0.1489,0.094,0.1062,0.0,positive,2026-03-08,2026-03,2026-W09,15,https://example.com/smile/6909
139,news,Airtel,airtel announces network upgrade scheduled maintenance period,0.0216,0.02,0.2129,0.0,neutral,2026-03-08,2026-03,2026-W09,14,https://example.com/airtel/2563
424,twitter,9mobile,mtn network congestion every evening ruins my streaming experience,-0.2241,0.0,0.4962,0.1831,negative,2026-03-08,2026-03,2026-W09,14,https://example.com/9mobile/3917
409,news,9mobile,9mobile network reliability drops amid infrastructure challenges,-0.2868,0.0,0.3634,0.2805,negative,2026-03-08,2026-03,2026-W09,13,https://example.com/9mobile/7777
541,twitter,Spectranet,just renewed my mtn data plan value for money as always,0.0779,0.0501,0.4551,0.0,positive,2026-03-08,2026-03,2026-W09,12,https://example.com/spectranet/6821
519,news,Spectranet,spectranet outage affects thousands of customers in major cities,-0.1851,0.0,0.3658,0.1339,negative,2026-03-08,2026-03,2026-W09,9,https://example.com/spectranet/7029
38,twitter,MTN,mtn internet speed has been great this week finally enjoying browsing,0.0772,0.0672,0.4122,0.0,positive,2026-03-08,2026-03,2026-W09,3,https://example.com/mtn/1619
272,twitter,Glo,mtn internet completely down for 3 hours terrible service,-0.128,0.0,0.4856,0.1189,negative,2026-03-07,2026-03,2026-W09,21,https://example.com/glo/2105
63,twitter,MTN,mtn customer service actually resolved my issue quickly impressed,0.3802,0.3574,0.3368,0.0,positive,2026-03-07,2026-03,2026-W09,12,https://example.com/mtn/2058
362,news,9mobile,9mobile faces backlash over unexpected data depletion complaints surge,-0.1725,0.0,0.3465,0.1166,negative,2026-03-07,2026-03,2026-W09,12,https://example.com/9mobile/2727
150,twitter,Airtel,spectranet fibre connection never disappoints fast reliable,0.3984,0.2462,0.4382,0.0,positive,2026-03-07,2026-03,2026-W09,7,https://example.com/airtel/8695
557,news,Spectranet,spectranet expands 4g lte coverage across 12 new states improves connectivity,0.1601,0.1102,0.2515,0.0,positive,2026-03-06,2026-03,2026-W09,19,https://example.com/spectranet/5318
327,twitter,Glo,mtn network congestion every evening ruins my streaming experience,-0.0973,0.0,0.1943,0.0614,negative,2026-03-06,2026-03,2026-W09,17,https://example.com/glo/7838
655,news,Smile,smile wins best telecom provider award customer satisfaction survey,0.1017,0.0917,0.2124,0.0,positive,2026-03-06,2026-03,2026-W09,13,https://example.com/smile/8267
707,twitter,Smile,mtn network congestion every evening ruins my streaming experience,-0.1661,0.0,0.4604,0.1319,negative,2026-03-06,2026-03,2026-W09,12,https://example.com/smile/9955
403,news,9mobile,9mobile slapped with fine by ncc over quality of service violations,-0.6687,0.0,0.4851,0.58,negative,2026-03-06,2026-03,2026-W09,12,https://example.com/9mobile/7011
503,news,Spectranet,spectranet customer satisfaction scores hit five year high,0.0553,0.0542,0.3102,0.0,positive,2026-03-06,2026-03,2026-W09,8,https://example.com/spectranet/8483
700,twitter,Smile,glo internet disconnects every few minutes how is this acceptable,-0.6209,0.0,0.1491,0.4659,negative,2026-03-06,2026-03,2026-W09,8,https://example.com/smile/4258
190,news,Airtel,airtel network reliability drops amid infrastructure challenges,-0.3148,0.0,0.2693,0.2511,negative,2026-03-06,2026-03,2026-W09,7,https://example.com/airtel/4767
111,twitter,MTN,airtel network coverage improved a lot in my area good job,0.7938,0.6778,0.284,0.0,positive,2026-03-06,2026-03,2026-W09,7,https://example.com/mtn/2552
112,news,MTN,mtn launches fibre broadband service fastest speeds in region,0.2509,0.162,0.4385,0.0,positive,2026-03-06,2026-03,2026-W09,0,https://example.com/mtn/8696
75,twitter,MTN,just renewed my mtn data plan value for money as always,0.2793,0.1686,0.1571,0.0,positive,2026-03-05,2026-03,2026-W09,15,https://example.com/mtn/1780
632,twitter,Smile,mtn network maintenance scheduled for sunday morning,0.0207,0.0183,0.268,0.0,neutral,2026-03-05,2026-03,2026-W09,8,https://example.com/smile/4061
492,twitter,Spectranet,mtn network maintenance scheduled for sunday morning,-0.0451,0.0,0.4985,0.0441,neutral,2026-03-05,2026-03,2026-W09,5,https://example.com/spectranet/9598
251,twitter,Glo,smile internet perfect for working from home no complaints,0.3901,0.3793,0.4524,0.0,positive,2026-03-05,2026-03,2026-W09,4,https://example.com/glo/7729
564,news,Spectranet,spectranet expands 4g lte coverage across 12 new states improves connectivity,0.1303,0.1006,0.1206,0.0,positive,2026-03-05,2026-03,2026-W09,4,https://example.com/spectranet/2349
354,news,Glo,glo wins best telecom provider award customer satisfaction survey,0.4863,0.437,0.4145,0.0,positive,2026-03-04,2026-03,2026-W09,19,https://example.com/glo/7819
385,twitter,9mobile,mtn data prices unchanged this quarter,0.0289,0.0203,0.3669,0.0,neutral,2026-03-04,2026-03,2026-W09,17,https://example.com/9mobile/3565
675,news,Smile,smile faces backlash over unexpected data depletion complaints surge,-0.6019,0.0,0.1526,0.5676,negative,2026-03-04,2026-03,2026-W09,13,https://example.com/smile/6899
496,twitter,Spectranet,just renewed my mtn data plan value for money as always,0.3696,0.3076,0.1734,0.0,positive,2026-03-04,2026-03,2026-W09,11,https://example.com/spectranet/2912
15,twitter,MTN,anyone know the best isp in lagos for home internet,0.0128,0.009,0.4007,0.0,neutral,2026-03-04,2026-03,2026-W09,1,https://example.com/mtn/1790
681,twitter,Smile,9mobile customer service kept me on hold for 45 minutes unacceptable,-0.3161,0.0,0.1016,0.2067,negative,2026-03-04,2026-03,2026-W09,0,https://example.com/smile/5668
515,news,Spectranet,spectranet wins best telecom provider award customer satisfaction survey,0.0851,0.0724,0.2871,0.0,positive,2026-03-03,2026-03,2026-W09,22,https://example.com/spectranet/3131
262,news,Glo,glo customer complaints up 35 percent in latest industry report,-0.2002,0.0,0.2461,0.1691,negative,2026-03-03,2026-03,2026-W09,20,https://example.com/glo/8451
546,news,Spectranet,spectranet cuts data prices by 20 percent for all subscribers,0.4506,0.4441,0.4585,0.0,positive,2026-03-03,2026-03,2026-W09,20,https://example.com/spectranet/7056
339,twitter,Glo,airtel data finished before it should have suspected billing fraud,-0.1536,0.0,0.4494,0.1272,negative,2026-03-03,2026-03,2026-W09,16,https://example.com/glo/8526
603,twitter,Smile,smile internet perfect for working from home no complaints,0.2154,0.1817,0.3532,0.0,positive,2026-03-03,2026-03,2026-W09,7,https://example.com/smile/3479
51,news,MTN,mtn expands 4g lte coverage across 12 new states improves connectivity,0.1824,0.1587,0.4604,0.0,positive,2026-03-03,2026-03,2026-W09,1,https://example.com/mtn/3975
39,news,MTN,mtn launches fibre broadband service fastest speeds in region,0.3098,0.262,0.367,0.0,positive,2026-03-03,2026-03,2026-W09,0,https://example.com/mtn/3606
59,twitter,MTN,spectranet vs smile which is better for small business,0.0187,0.0166,0.1418,0.0,neutral,2026-03-02,2026-03,2026-W09,23,https://example.com/mtn/4121
306,twitter,Glo,mtn network congestion every evening ruins my streaming experience,-0.6063,0.0,0.1827,0.5082,negative,2026-03-02,2026-03,2026-W09,20,https://example.com/glo/3871
388,twitter,9mobile,glo internet disconnects every few minutes how is this acceptable,-0.3799,0.0,0.2432,0.2525,negative,2026-03-02,2026-03,2026-W09,20,https://example.com/9mobile/8022
619,twitter,Smile,mtn internet speed has been great this week finally enjoying browsing,0.093,0.0653,0.3774,0.0,positive,2026-03-02,2026-03,2026-W09,19,https://example.com/smile/6284
71,twitter,MTN,just renewed my mtn data plan value for money as always,0.2352,0.1802,0.1405,0.0,positive,2026-03-02,2026-03,2026-W09,18,https://example.com/mtn/4236
137,news,Airtel,airtel expands 4g lte coverage across 12 new states improves connectivity,0.0756,0.057,0.4005,0.0,positive,2026-03-02,2026-03,2026-W09,15,https://example.com/airtel/4796
318,twitter,Glo,glo internet speed is embarrassingly slow cannot work from home,-0.5656,0.0,0.1548,0.4621,negative,2026-03-02,2026-03,2026-W09,10,https://example.com/glo/1735
62,twitter,MTN,airtel network coverage improved a lot in my area good job,0.4203,0.2644,0.1202,0.0,positive,2026-03-02,2026-03,2026-W09,8,https://example.com/mtn/4941
278,twitter,Glo,spectranet fibre connection never disappoints fast reliable,0.3853,0.2441,0.1741,0.0,positive,2026-03-02,2026-03,2026-W09,4,https://example.com/glo/9334
88,news,MTN,mtn network reliability drops amid infrastructure challenges,-0.1722,0.0,0.3089,0.1504,negative,2026-03-02,2026-03,2026-W09,0,https://example.com/mtn/5938
31,twitter,MTN,mtn internet completely down for 3 hours terrible service,-0.7172,0.0,0.2278,0.5564,negative,2026-03-02,2026-03,2026-W09,0,https://example.com/mtn/7029
606,twitter,Smile,airtel data plan worth every naira excellent network coverage,0.6389,0.4187,0.4787,0.0,positive,2026-03-01,2026-03,2026-W08,23,https://example.com/smile/2125
491,twitter,Spectranet,comparing mtn vs airtel data plans for monthly subscription,-0.0337,0.0,0.1478,0.0238,neutral,2026-03-01,2026-03,2026-W08,17,https://example.com/spectranet/6296
692,twitter,Smile,just renewed my mtn data plan value for money as always,0.5947,0.4015,0.129,0.0,positive,2026-03-01,2026-03,2026-W08,17,https://example.com/smile/4327
572,twitter,Spectranet,airtel network coverage improved a lot in my area good job,0.4146,0.3902,0.1419,0.0,positive,2026-03-01,2026-03,2026-W08,15,https://example.com/spectranet/4790
618,news,Smile,smile launches fibre broadband service fastest speeds in region,0.2259,0.1471,0.2334,0.0,positive,2026-03-01,2026-03,2026-W08,6,https://example.com/smile/6938
686,news,Smile,smile customer satisfaction scores hit five year high,0.1953,0.1403,0.121,0.0,positive,2026-03-01,2026-03,2026-W08,6,https://example.com/smile/6294
426,twitter,9mobile,just renewed my mtn data plan value for money as always,0.3361,0.2711,0.4587,0.0,positive,2026-02-28,2026-02,2026-W08,18,https://example.com/9mobile/5242
376,twitter,9mobile,airtel 5g speeds are incredible streaming without buffering,0.0961,0.0749,0.1067,0.0,positive,2026-02-28,2026-02,2026-W08,18,https://example.com/9mobile/7472
575,twitter,Spectranet,airtel data plan worth every naira excellent network coverage,0.251,0.2204,0.4759,0.0,positive,2026-02-28,2026-02,2026-W08,17,https://example.com/spectranet/3717
344,twitter,Glo,airtel just launched new monthly data bundles check their website,-0.0239,0.0,0.1474,0.0151,neutral,2026-02-28,2026-02,2026-W08,17,https://example.com/glo/5453
188,news,Airtel,airtel network reliability drops amid infrastructure challenges,-0.0821,0.0,0.3959,0.0694,negative,2026-02-28,2026-02,2026-W08,13,https://example.com/airtel/6083
367,twitter,9mobile,spectranet fibre connection never disappoints fast reliable,0.0558,0.0425,0.1873,0.0,positive,2026-02-28,2026-02,2026-W08,12,https://example.com/9mobile/4033
247,twitter,Glo,glo internet disconnects every few minutes how is this acceptable,-0.2217,0.0,0.4986,0.1341,negative,2026-02-28,2026-02,2026-W08,10,https://example.com/glo/9158
249,news,Glo,glo slapped with fine by ncc over quality of service violations,-0.9065,0.0,0.2822,0.5449,negative,2026-02-28,2026-02,2026-W08,5,https://example.com/glo/6254
312,twitter,Glo,mtn internet speed has been great this week finally enjoying browsing,0.126,0.1135,0.4343,0.0,positive,2026-02-28,2026-02,2026-W08,4,https://example.com/glo/6894
363,news,9mobile,9mobile cuts data prices by 20 percent for all subscribers,0.2411,0.2092,0.441,0.0,positive,2026-02-28,2026-02,2026-W08,2,https://example.com/9mobile/6292
